-8.998780131355065492e+00,-2.143513813690144154e+00,-1.604582763088910013e+01,-2.967661762563031491e+00,-8.396434781776589418e+00,-6.050613199341218440e+00,-1.055264694594260710e+01,-5.753855724751538503e+00,-1.658569948865395460e+01,-1.918484365913377954e-01
-1.047791600744543672e+01,-3.990762919742895098e-01,-1.250852969215597454e+01,-1.560247441157419424e+00,-4.604006397508551451e+00,-5.539090520256421790e+00,-6.956166579334891686e+00,-7.314702601310904662e+00,-9.930980761952156399e+00,-2.269771874963293801e+00
-1.169129331870694699e+01,-3.761337189908148027e+00,-1.094407825914208132e+01,-6.055767856745598587e-01,-8.141406504351710538e+00,-6.781931531000155999e+00,-1.458187261000569990e+01,-1.085467999525713267e+01,-1.738123199645399097e+01,-8.450947051133731458e-01
-1.738911923533279236e+01,-6.291000669021149072e+00,-1.331859547309431768e+01,-1.373698922386730459e+01,-8.413485239407612060e-01,-1.009559866907947345e+01,-5.690163580303810864e-01,-7.022802425277442140e+00,-2.570799804403509370e+01,-1.378973525800760136e+01
-7.852371610678062552e+00,-2.873991303231857586e+00,-7.345223379895665650e-01,-7.889747013281621868e+00,-7.383963916432220387e+00,-1.511188589918261771e+00,-1.440628899250972150e+00,-6.856843814259134362e+00,-5.631326794182785811e+00,-7.970716088316313730e+00
-1.445228669643720387e+01,-2.179525435220929008e+00,-9.943828347809189339e+00,-2.265845428349658519e+00,-6.346638401840207777e+00,-7.789709951081662531e+00,-9.806538222238620151e+00,-8.400328594896125267e+00,-1.151504382996971110e+01,-2.476187606797589924e-01
-9.655057512462116520e+00,-4.166243311287202822e+00,-3.910104485885637637e-01,-8.548098870122153414e+00,-8.665607801255108100e+00,-1.475663647833738379e+00,-2.752520765635985800e+00,-7.816356754009139429e+00,-4.334596374740954161e+00,-6.330048698670313279e+00
-7.784767388257654019e+00,-1.084769039713226135e+01,-1.458084845852506461e+01,-2.056902161005388918e-03,-1.454322024037098160e+01,-1.534906473785887293e+01,-1.718107124325166524e+01,-7.718333409915913101e+00,-2.228946604886077409e+01,-6.747751798129881351e+00
-9.557971407267665809e-01,-7.440713636472494841e+00,-1.926128104321006562e+00,-1.687732925165845188e+01,-7.217678656840202933e+00,-4.081648647136252528e+00,-5.386272967904409903e+00,-8.061120599391726760e-01,-1.212730140885882690e+01,-7.804895784741776588e+00
-8.360276124352767013e+00,-7.448597817848401359e-01,-7.173449310755799502e+00,-8.959069265147791228e+00,-7.458904738632052833e-01,-5.516414621741502877e+00,-3.290088504389738766e+00,-5.405866735130885559e+00,-1.179758780628769621e+01,-5.524042270455377768e+00
